Actual,Predicted
36,38.255904871717824
64,68.7241625674591
74,72.18018577144096
77,78.73499717791651
77,57.28227529768639
1,55.767931693976855
74,64.2983542884416
74,69.33026434220278
5,42.54689708838929
69,66.15276100208402
77,61.50142286917404
5,61.886119408464886
85,58.19567425858626
72,74.60164927789705
59,74.78599494062316
74,73.98724925515384
88,65.7201768485674
71,64.77960168271613
75,61.16032727579438
81,47.535953816232144
71,69.38927038764214
67,60.4782313834666
73,69.39627644030874
81,63.75494819423941
72,51.700396507027804
84,74.61417086073988
69,56.65933007034278
46,73.4480669456138
86,57.733165308872465
66,60.91158421489795
86,50.295037391040324
92,51.74693531857069
4,67.31053427908085
65,69.64701760154199
55,64.53523113090003
74,72.0779277089066
62,62.41596495336163
86,75.64669453130502
66,72.19937436827504
78,76.72924638714588
81,73.38120563474403
66,58.95484140953636
78,58.711130139836484
66,68.35537099414908
74,70.05178388567802
86,73.13005794080176
44,66.2865683972381
83,67.8831308514023
59,75.03638774391514
82,59.25802901042787
78,74.98020028132332
59,61.51237401479854
72,69.62047017478241
73,65.2616688216859
87,75.07565054034957
71,59.398812680713775
55,64.19900330018854
82,70.59546754750848
62,73.29244814317532
55,59.11473166118338
37,39.55187406259656
79,66.87135890783782
63,64.14936790714184
83,68.24731527945227
47,62.24090760679846
66,75.38012013383866
37,59.302132401717564
69,66.45231539638323
39,44.100276683382326
65,65.69524008297253
83,70.81684433323424
75,55.19014255524284
47,66.4848859782901
49,47.33809371853784
78,59.30014944411375
65,70.19959946300139
34,40.400631135767746
69,68.15638272230396
56,61.416043269195654
88,46.6616809553099
70,50.35376237824338
72,59.07905584061033
65,73.52622771777696
2,70.75116812522367
68,79.20094174670518
62,62.724265043932085
70,63.94944993648356
48,56.42800225945319
25,77.22847342265061
84,69.4859196706174
5,82.56283991321502
36,38.87644372560051
82,81.31724361418517
74,75.53070757992299
84,80.41924655474803
79,66.5950646265146
41,42.502431531909934
2,67.56131087344933
62,74.9842280054248
10,75.1081063739046
77,72.45477170900364
58,59.8696273072318
88,46.933100663476075
43,46.6088369569599
81,64.2466810808662
44,36.256188816062014
86,71.94640433245105
83,64.21027402454759
39,65.47026472410998
33,47.6195597771683
81,70.74665666947632
85,74.44588424141887
79,78.42745837174455
63,70.52509501451826
58,60.53879313590346
72,79.11484061251085
61,68.8444775198694
82,58.02675223237155
30,35.24393645534867
1,67.74194471190839
41,69.4773438640074
49,60.60849054372127
82,66.33821785992946
73,67.76911585989154
62,61.9929825712503
89,64.25364221547086
77,59.97921302019978
78,63.38422238404295
76,58.60748588146367
77,74.42770488582454
6,62.2501522073397
2,75.6002916882239
74,65.28805041526677
85,76.9780597561424
32,56.567625468624065
71,65.25858541491021
67,62.96279331451012
76,82.20256191499607
55,63.605123321208914
53,75.41153364664275
35,33.98620366548604
83,64.52470268370229
47,55.923482340317115
84,70.79382359137468
34,43.71532615787097
59,63.22355155084894
40,62.64766702530804
76,64.6598522594016
30,47.88832542394209
81,75.1394860025982
83,71.42258440367843
89,76.35263554349898
89,73.45889169740654
85,75.22023007882169
67,68.11979968192333
79,45.909305639065245
32,40.41853754507512
18,70.20734632750266
83,72.1597390430369
70,62.59227658147105
3,66.32627517631283
59,75.08226184361399
4,71.99222960740227
76,63.93386209032699
72,71.66309642214938
35,45.191199138692085
1,59.2832110283124
2,64.51418415200725
77,54.91720060408246
67,49.610180003068194
32,50.058095190957694
85,73.09494168207362
90,87.03671844849714
78,40.872332632945636
1,61.60346187992007
65,78.94554086429619
1,58.777939047990365
81,59.82352484913839
34,39.31727507727634
93,80.51380375677225
48,45.52320534949527
83,63.7750068176357
