track_name_encoded,artist_encoded,album_encoded,release_year,duration_min,Cluster
-1.2012535429884414,1.1559648953553225,-0.9581707571639074,-0.6084239905907582,-0.668429993079189,5
-0.38025984586075906,-1.3809004374994052,-1.6399689594257585,-0.7838880172051209,-0.29847919021329555,0
0.1773962503014403,0.6208448642062784,-1.3940037851920526,0.6198241957097804,0.30187380111805934,2
-0.8449732593292586,1.2748804578328878,-1.6227082454444457,0.6198241957097804,0.3947386079848666,5
-1.6582217328991327,-1.28841055557241,-1.4587314626219752,-1.310280097048209,-0.3657007788574062,0
0.3555363921310318,-0.819354725799791,0.3104917204625748,1.1462162755528684,-0.3844207149355133,4
1.6257530556115969,1.7307234473302218,1.6223059830423388,0.6198241957097804,-1.6242490433482335,4
-0.14790313912650935,-1.2223463541959847,-0.8416609377900468,0.09343211586669244,0.13904129928163378,0
0.599510934201994,-0.5286722397435201,1.2684613464254286,-1.1348160704338464,0.7776077138468097,3
0.6576001108855564,1.479679482099806,0.642760464602844,0.4443601690954178,-0.7249378992984336,1
0.3594090039099359,0.6340577044815634,0.3148068989579029,0.9707522489385059,-0.7030850813560154,4
-0.26795410427253835,-0.08604209052147122,-0.24616630543475923,0.4443601690954178,0.26064352868156765,0
0.4407338512669233,1.0040172321895446,0.39248011187381004,0.7952882223241432,0.36855390400784543,1
1.1958931481532349,-0.46921445850473736,1.1648970625375525,1.3216803021672312,-1.1984478526790618,4
1.0177530063236435,-0.6608006424963705,0.9361926022851595,1.3216803021672312,-1.0174175617419141,4
0.3710268392466484,1.1691777356306077,-0.8244002238087341,-0.08203191074767024,0.20345876526941706,2
-0.19437448047335928,0.7133347461332737,-0.17280827101418034,-0.2574959373620329,0.30986071599435927,1
-0.4306037989865132,-0.8061418855245059,-0.4015127312665734,1.1462162755528684,-0.9615865127155765,0
-0.10530440955856356,0.11215051360780438,-0.07355916562163241,-0.08203191074767024,-0.623041883600556,5
-0.03172478575938447,-1.2091335139206996,-0.9797466496405483,0.7952882223241432,-0.49097737587597756,0
-0.2524636571569217,-1.1694949930948444,-1.4630466411173033,-1.836672176891297,0.5504351011303612,6
-1.3910115201547455,0.7661861072344138,-1.3077002152854893,-0.08203191074767024,0.946744656965739,5
-0.9495337773596709,0.7001219058579886,0.06021136773354088,-0.43295996397639563,-0.14059741527355882,5
1.3740332899828265,-0.3040539550636744,0.845573853883268,-0.43295996397639563,-0.5663212508349696,4
-0.6358522232684338,1.0832942738412548,0.6513908215935003,-0.43295996397639563,0.42332132030247205,1
-0.7210496824043253,1.3739767598975257,-1.027213613089158,0.7952882223241432,0.2470483684926115,5
1.1920205363743308,1.631627145265584,1.1605818840422244,0.09343211586669244,-0.2834722993077052,1
-0.24084582182020925,-1.1166436319937043,-1.1135171829957216,-3.0649203631918356,0.4854568106113124,6
-1.5575338266476244,-0.350298896027172,-0.5525439786030594,0.7952882223241432,-0.6205278425983312,0
-0.18662925691555096,-1.0770051111678491,-0.9409100431825947,-1.310280097048209,0.41276234809312706,2
-1.3135592845766622,-0.6145557015328729,-0.5827502280703566,-0.6084239905907582,0.615374714095529,0
