track_name_encoded,artist_encoded,album_encoded,release_year,duration_min
513,242,444,2023,5.2099166666666664e-05
228,84,633,2015,5.4059166666666666e-05
540,140,284,2020,4.2895555555555554e-05
117,239,460,2018,6.06111111111111e-05
742,210,645,2025,4.555555555555556e-05
564,454,669,2023,6.796777777777778e-05
213,229,193,2024,4.29375e-05
326,55,296,2021,4.8358888888888886e-05
572,365,502,2025,6.020833333333333e-05
484,295,422,2024,6.158583333333333e-05
747,142,445,2017,6.1025555555555545e-05
548,423,212,2017,5.8308611111111115e-05
423,231,259,2018,4.882083333333334e-05
723,299,746,2021,5.55925e-05
386,455,795,2009,3.5533333333333334e-05
620,356,503,2014,8.644361111111111e-05
487,142,639,2011,9.645166666666666e-05
256,425,237,2024,4.1666666666666665e-05
786,79,398,2018,4.4005555555555555e-05
580,454,612,2016,6.922583333333333e-05
810,299,746,2021,5.7984999999999995e-05
606,454,451,2018,4.7381388888888884e-05
160,416,481,2018,4.772722222222222e-05
272,317,38,2010,2.8559166666666666e-05
29,422,40,2015,6.381833333333334e-05
603,7,194,2018,6.67613888888889e-05
311,299,20,2014,8.353555555555556e-05
608,9,635,2018,7.287777777777777e-05
252,324,604,2015,6.333333333333333e-05
204,142,577,2018,6.827388888888889e-05
416,9,29,2015,6.619611111111109e-05
892,317,748,2015,5.624805555555555e-05
549,167,480,2011,8.3985e-05
762,454,297,2011,8.72525e-05
683,420,570,2018,4.1614722222222224e-05
296,464,266,2019,4.8811111111111106e-05
206,472,187,2014,5.818666666666667e-05
685,298,603,2017,6.120777777777777e-05
176,348,166,2023,5.193527777777777e-05
645,225,67,2018,5.813138888888888e-05
858,498,763,2024,4.6521666666666665e-05
193,84,633,2015,5.508138888888889e-05
158,455,795,2009,5.609611111111111e-05
797,168,317,2022,5.274805555555555e-05
896,502,793,2024,4.972e-05
57,206,377,2024,4.5433611111111114e-05
262,253,619,2020,4.705972222222222e-05
750,133,655,2023,3.8888888888888884e-05
341,124,310,2024,4.1574166666666666e-05
550,36,482,2020,3.6299166666666666e-05
99,344,106,2023,3.493333333333333e-05
718,88,624,2023,5.92675e-05
422,355,384,2024,4.1733333333333336e-05
477,292,411,2025,2.358361111111111e-05
335,186,307,2024,5.9444444444444445e-05
349,191,314,2024,3.875e-05
100,58,108,2024,4.1111111111111116e-05
497,401,430,2025,3.541972222222222e-05
230,113,211,2025,4.9629444444444445e-05
834,335,739,2025,3.924722222222222e-05
761,175,673,2025,3.817194444444444e-05
597,277,525,2025,3.75e-05
334,13,306,2025,3.551305555555555e-05
231,407,213,2025,2.3776388888888886e-05
552,195,484,2025,3.4642777777777775e-05
119,238,118,2024,5.3551666666666664e-05
232,224,215,2025,3.2618888888888885e-05
219,36,200,2022,3.8888888888888884e-05
345,499,312,2025,3.458333333333334e-05
392,391,353,2025,3.395055555555555e-05
260,435,242,2024,3.365583333333334e-05
320,268,291,2025,4.510638888888888e-05
102,132,110,2025,4.2825277777777774e-05
524,75,455,2024,4.403694444444445e-05
293,316,260,2025,3.666666666666667e-05
774,188,692,2024,3.6470555555555554e-05
15,327,22,2025,5.15625e-05
289,73,258,2024,5.277777777777778e-05
56,98,68,2025,5.9310277777777776e-05
235,431,216,2025,4.3489444444444446e-05
612,22,542,2025,3.884777777777777e-05
399,504,361,2025,3.3653055555555556e-05
515,258,446,2025,5.4166666666666664e-05
80,74,91,2025,4.9463611111111114e-05
661,178,583,2024,4.907388888888888e-05
375,433,337,2024,3.52e-05
500,52,435,2024,4.711111111111111e-05
393,50,354,2023,4.0625e-05
616,290,545,2025,4.7201111111111107e-05
844,335,752,2024,4.078583333333334e-05
411,328,370,2024,3.7465e-05
236,36,217,2020,4.06025e-05
857,316,762,2024,4.5375555555555544e-05
835,187,740,2024,3.5106388888888884e-05
224,75,204,2024,4.571416666666666e-05
367,357,329,2024,4.539777777777778e-05
595,148,523,2024,3.541666666666667e-05
378,75,340,2024,4.9504166666666666e-05
185,358,172,2024,4.2898333333333336e-05
87,21,97,2023,4.213944444444445e-05
35,209,48,2024,4.768638888888889e-05
795,349,715,2024,3.915333333333334e-05
598,131,527,2024,3.7960555555555555e-05
464,266,404,2024,3.478777777777778e-05
711,310,617,2024,4.093555555555555e-05
258,4,240,2024,3.825166666666667e-05
98,503,105,2024,4.102555555555555e-05
479,4,415,2024,3.2440277777777784e-05
395,31,356,2024,4.242416666666667e-05
740,433,642,2024,3.6006388888888886e-05
484,355,422,2024,4.878083333333333e-05
545,342,476,2023,4.528722222222222e-05
863,36,767,2021,5.2310277777777775e-05
510,458,441,2024,4.301055555555555e-05
528,393,459,2025,3.3979444444444444e-05
778,490,695,2023,3.3610833333333334e-05
250,21,233,2023,3.434e-05
790,58,709,2022,4.023416666666667e-05
34,21,755,2021,4.973666666666667e-05
208,369,188,2024,4.030027777777777e-05
123,117,119,2022,5.057444444444445e-05
237,164,218,2024,2.41975e-05
48,355,59,2024,4.071666666666667e-05
518,302,450,2024,5.323138888888889e-05
453,373,399,2019,4.3776666666666664e-05
622,470,552,2020,4.497333333333333e-05
439,350,392,2024,4.2968611111111116e-05
277,58,251,2024,3.6413888888888885e-05
96,477,102,2024,3.5245833333333334e-05
195,44,179,2024,4.1008055555555556e-05
656,391,579,2024,4.1111111111111116e-05
589,237,516,2024,3.8888888888888884e-05
407,381,367,2024,2.634527777777778e-05
5,6,11,2024,3.174583333333333e-05
205,36,186,2020,3.986111111111111e-05
343,75,311,2024,4.8205000000000003e-05
66,366,75,2024,4.4125555555555554e-05
246,367,228,2024,4.363138888888889e-05
615,6,544,2024,3.5978333333333334e-05
607,136,534,2024,3.489555555555555e-05
544,122,475,2024,4.9864444444444446e-05
408,236,368,2024,4.207111111111111e-05
456,251,401,2024,3.5000000000000004e-05
199,191,182,2024,3.6065555555555553e-05
321,172,293,2024,4.279361111111111e-05
803,281,725,2024,5.816888888888888e-05
814,473,729,2024,3.253916666666667e-05
725,297,627,2024,4.1676111111111115e-05
679,314,598,2024,3.664611111111111e-05
560,4,490,2024,3.6517500000000004e-05
159,433,149,2024,3.465277777777778e-05
267,111,247,2024,5.7291666666666666e-05
243,158,224,2024,4.378305555555555e-05
783,355,701,2024,5.7994444444444444e-05
257,377,239,2024,4.235277777777778e-05
268,468,249,2024,4.010833333333333e-05
482,6,419,2024,3.650777777777778e-05
170,471,162,2024,4.444444444444444e-05
695,11,610,2024,3.9153055555555554e-05
697,289,611,2024,4.154222222222222e-05
166,179,157,2024,4.3188333333333335e-05
245,143,227,2024,3.852222222222221e-05
854,87,761,2024,4.417972222222222e-05
304,264,278,2024,4.863944444444444e-05
153,179,143,2024,4.065027777777778e-05
61,65,70,2024,3.833333333333333e-05
82,54,93,2024,3.4073888888888883e-05
576,310,509,2024,4.5238055555555554e-05
790,300,709,2023,4.9087222222222224e-05
484,497,422,2024,4.916805555555555e-05
781,58,699,2023,4.462361111111111e-05
569,91,498,2024,3.336666666666666e-05
294,433,265,2024,3.256666666666667e-05
366,5,327,2023,4.0256666666666664e-05
809,179,728,2024,4.2547222222222216e-05
642,359,564,2024,5.458333333333333e-05
680,289,600,2024,5.0191388888888886e-05
347,395,313,2024,4.875555555555555e-05
18,487,32,2024,3.9466666666666666e-05
307,301,281,2024,3.9973888888888885e-05
836,4,741,2024,4.1666666666666665e-05
738,392,640,2024,4.375e-05
361,406,324,2023,4.43025e-05
705,148,615,2023,3.6448333333333335e-05
431,148,388,2021,3.923472222222222e-05
30,474,41,2023,4.878027777777778e-05
44,68,53,2020,4.07225e-05
205,36,186,2020,3.986111111111111e-05
